date;heure;dept;com;adresse;carr;segm;lieu_1_nomv;lieu_2_nomv;vehicule_1_cadmin;vehicule_1_lveh;vehicle_2_cadmin;vehicule_2_lveh;vehicule_3_cadmin;vehicule_3_lveh;usager_1_catu;usager_1_grav;usager_1_lveh;usager_2_catu;usager_2_grav;usager_2_lveh;usager_3_catu;usager_3_grav;usager_3_lveh;usager_4_catu;usager_4_grav;usager_4_lveh
2012-06-14;19:45;75;119;BOULEVARD MACDONALD;1_75119_10809;;BOULEVARD MACDONALD;RUE DE LA CLOTURE;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2013-10-01;18:05;75;119;BOULEVARD MACDONALD;1_75119_10809;;BOULEVARD MACDONALD;RUE DE LA CLOTURE;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-08-07;14:10;75;119;209, AVENUE JEAN JAURES;1_75119_10816;;AVENUE JEAN JAURES;PLACE DE LA FONTAINE AUX LIONS;Scoo<=50;A;;;;;Cond;BL;A;Piéto;BL;A;Piéto;BL;A;;;
2012-10-16;22:35;75;119;AVENUE JEAN JAURES;1_75119_10885;;AVENUE JEAN JAURES;SENTE DES DOREES;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-10-22;12:10;75;119;213, RUE DE BELLEVILLE;1_75119_11030;;RUE DE BELLEVILLE;RUE COMPANS;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-08-17;16:40;75;119;1, PLACE DE LA PORTE DE;1_75119_11053;;PLACE DE LA PORTE DE PANTIN;AVENUE JEAN JAURES;Moto>125;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;
2012-09-13;10:00;75;119;14, RUE DE TOULOUSE;1_75119_11125;;RUE DE TOULOUSE;BOULEVARD D INDOCHINE;VU;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-12-20;08:50;75;119;PLACE DE LA PORTE DE PAN;1_75119_11126;;PLACE DE LA PORTE DE PANTIN;SOUTERRAIN PANTIN VILLETTE;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-02-24;08:45;75;119;RUE DAVID D ANGERS;1_75119_11133;;RUE DAVID D ANGERS;BOULEVARD SERURIER;VL;A;;;;;Cond;BL;A;;;;;;;;;
2012-06-21;12:00;75;119;PORTE DE PANTIN;1_75119_11152;;BD PERIPHERIQUE INTERIEUR;ECH PANTIN-CW/19;PL>7,5;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-04-19;07:35;75;119;29, BOULEVARD D ALGERIE;1_75119_11158;;BOULEVARD D ALGERIE;AVENUE DE LA PORTE BRUNET;VU;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-11-04;00:20;75;119;PORTE DE PANTIN;1_75119_11190;;BD PERIPHERIQUE EXTERIEUR;ECH PANTIN-CV/19;VL;A;;;;;Cond;BL;A;;;;;;;;;
2012-08-12;19:50;75;119;1, RUE DE BELLEVILLE;1_75119_11216;;RUE DE BELLEVILLE;RUE DU DOCTEUR POTAIN;Scoo<=50;A;VL;Z;;;Cond;BL;A;Pass;BL;A;;;;;;
